CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
CBEA0257,Course CBEA0257,Winter,Undergraduate,On Campus,u0000328 u0000596 u0000151 u0000397 u0000097 u0001332 u0001007 u0001022 u0001436 u0001397 u0000378 u0000411 u0000136 u0000149 u0001497 u0000514 u0000165 u0001606 u0001130 u0001358 u0001434 u0001003 u0001109 u0000476 u0001874 u0001671 u0000876 u0000859 u0000798 u0001492 u0001997 u0001082 u0001100 u0000750 u0001252 u0001656 u0000738 u0001793 u0001972 u0000793 u0000759 u0000923 u0000508 u0000911 u0001298 u0001678 u0000770 u0001435 u0000720 u0000792 u0000551 u0001350 u0000717 u0000071 u0000616 u0000668 u0001432 u0001403,u0002257
CHEM0258,Course CHEM0258,Semester 1,Postgraduate,Blended,u0000757 u0001398 u0001488 u0001697 u0001365 u0001918 u0001213 u0000947 u0000696 u0000465 u0000728 u0001917 u0000690 u0000997 u0000234 u0001260 u0000517 u0000607 u0000075 u0000703 u0001471 u0001789 u0000408 u0000012 u0001972 u0000111 u0001261 u0000460 u0001921 u0000801 u0000213 u0000486 u0000948 u0000971 u0000562,u0002258
PHYS0259,Course PHYS0259,Summer,Postgraduate,On Campus,u0001405 u0000953 u0000982 u0001649 u0001494 u0001605 u0002001 u0001284 u0000904 u0001082 u0001751 u0000107 u0000755 u0000348 u0000490 u0001086 u0001542 u0000891 u0000127 u0000422 u0001574,u0002259
PHYS0260,Course PHYS0260,Spring,Undergraduate,Blended,u0001159 u0000823 u0000255 u0001396 u0000756 u0001356 u0001116 u0000495 u0001321 u0001452 u0001838 u0000125 u0000396 u0000348 u0000954 u0001315 u0001231 u0001753 u0000952 u0001820 u0000721,u0002260
MATH0261,Course MATH0261,Winter,Undergraduate,Online,u0000760 u0001622 u0001277 u0000477 u0001584 u0000865 u0001166 u0001994 u0000225 u0001295 u0001867 u0000682 u0000583 u0001930 u0000480 u0001346 u0000174 u0001750 u0000474 u0001752 u0000623 u0000768 u0000064 u0001479 u0001334 u0000688 u0000344 u0001781 u0001989 u0000579 u0001779 u0000051 u0000281 u0000656 u0001942 u0001846 u0000210 u0000118 u0001357 u0001811 u0001484 u0000716 u0000712 u0000693 u0001789 u0000050 u0001694 u0001142 u0001718 u0000101 u0001354 u0001331 u0001426 u0001620 u0001537 u0001384 u0000025 u0001086 u0000969 u0000309 u0001542 u0001317 u0001527 u0001112 u0001808 u0000316,u0002261
CHEM0262,Course CHEM0262,Autumn,Postgraduate,On Campus,u0000841 u0000405 u0001810 u0000414 u0001464 u0000121 u0001010 u0001675 u0001158 u0000386 u0001652 u0000545 u0000137 u0000844 u0001896 u0001697 u0000397 u0000473 u0000225 u0001007 u0001194 u0001042 u0001114 u0001920 u0001562 u0000859 u0000219 u0001124 u0001320 u0001774 u0000734 u0000503 u0001707 u0000376 u0001247 u0001450 u0001429 u0000114 u0001266 u0000500 u0000480 u0001618 u0001660 u0000835 u0000507 u0001676 u0000817 u0000388 u0001064 u0001937 u0001413 u0001730 u0001883 u0001195 u0000123 u0001298 u0000049 u0000962 u0001662 u0000572 u0001255 u0000591 u0000838 u0001505 u0000809 u0001405 u0001682 u0001581 u0001646 u0001689 u0000434 u0000430 u0001061 u0000774 u0000584 u0001672 u0001111 u0001481 u0000711 u0001161 u0001180 u0000487 u0001098 u0000827 u0001907 u0000293,u0002262
HIST0263,Course HIST0263,Semester 2,Postgraduate,On Campus,u0001420 u0001669 u0000840 u0001522 u0001959 u0000359 u0000478 u0001690 u0000943 u0001771 u0000412 u0001230 u0001827 u0001465 u0001431 u0000791 u0001467 u0001627 u0001998 u0000956 u0001618 u0001265 u0000854 u0000889 u0001031 u0001061 u0000420 u0000074 u0001989 u0000042 u0001323 u0000216 u0001970 u0000236 u0000939 u0001539 u0000753 u0001775 u0001290 u0001579 u0001619 u0001538 u0000975 u0001518 u0000251 u0001943 u0001137 u0001679 u0001974 u0000857 u0001139 u0000001 u0000360 u0000220 u0001004 u0001620 u0000404 u0001147 u0000007 u0001533 u0001155 u0000858 u0001267 u0000098 u0001030 u0001662 u0000901 u0001317 u0001393 u0000527 u0000087 u0000318 u0001973 u0001472 u0000647,u0002263
HIST0264,Course HIST0264,Winter,Postgraduate,Blended,u0001156 u0001760 u0001990 u0000549 u0001977 u0000612 u0000405 u0001689 u0000714 u0000406 u0001582 u0000777 u0000769 u0001587 u0000325 u0000658 u0001131 u0001129 u0000203 u0000909 u0000709 u0000329 u0000076 u0000687 u0000973 u0001092 u0001641 u0001168 u0001429 u0001257 u0000134 u0001855 u0001064 u0000199 u0001413 u0001217 u0001481 u0001670 u0000904 u0001440 u0000315 u0000860 u0001318 u0000227 u0001851 u0001838 u0000924 u0001506 u0001043 u0000363 u0001315 u0000684 u0001517 u0000367 u0000196 u0001475 u0000937 u0000082 u0001336 u0000588 u0000275,u0002264
BIOL0265,Course BIOL0265,Summer,Undergraduate,On Campus,u0001891 u0000846 u0000395 u0000375 u0001957 u0001767 u0000821 u0000121 u0000407 u0000716 u0000693 u0001797 u0001139 u0001723 u0001315 u0001256 u0001919 u0000137 u0000877 u0001482 u0000634 u0001095 u0001731 u0001184 u0000913 u0001151 u0001419 u0000464 u0001671 u0001451 u0000633 u0001666 u0001082 u0000390 u0001656 u0000488 u0001005 u0001691 u0000398 u0000499 u0001229 u0001403 u0001444 u0001609 u0001266 u0001088 u0000452 u0001079 u0001385 u0000682 u0001013 u0000471 u0001742 u0000496 u0000606 u0000388 u0000008 u0001624 u0000822 u0001303 u0001619 u0001902 u0001246 u0000715 u0000919 u0000654 u0000490 u0001945 u0001086 u0000099 u0001662 u0001026 u0000259 u0000978 u0000379 u0001629 u0000449 u0000191 u0001478 u0001822 u0000070 u0000808 u0001509 u0000836 u0001635 u0000794 u0000878 u0001102 u0001252 u0000357 u0000482 u0000755 u0000363 u0001454 u0000127 u0000948 u0001818 u0001790 u0001433,u0002265
COMP0266,Course COMP0266,Semester 1,Undergraduate,Blended,u0000437 u0000620 u0000974 u0001750 u0000454 u0001374 u0001495 u0000150 u0000693 u0000537 u0001694 u0001911 u0000635 u0000455 u0000923 u0001725 u0001866 u0001608 u0000751 u0001270 u0001398 u0001310 u0001547 u0000786 u0001814 u0001007 u0001394 u0000709 u0000324 u0001369 u0000281 u0001424 u0001038 u0001451 u0000050 u0001803 u0001774 u0000735 u0000170 u0000804 u0001949 u0001274 u0001653 u0000553 u0000020 u0000612 u0000373 u0001079 u0000147 u0000465 u0000411 u0000480 u0001618 u0000893 u0001676 u0001064 u0001657 u0001321 u0000154 u0001029 u0001147 u0001905 u0000588 u0000449 u0001121 u0001857 u0000053 u0000332 u0001736 u0000278 u0001689 u0001104 u0001083 u0001513 u0000917 u0000941 u0000075 u0001695 u0001045 u0001980 u0000482 u0001261 u0000360 u0001901 u0000986 u0001818 u0001449,u0002266
HIST0267,Course HIST0267,Semester 2,Postgraduate,Blended,u0001306 u0000990 u0000045 u0001925 u0000823 u0000660 u0001750 u0001283 u0000623 u0000821 u0000512 u0001352 u0001927 u0001164 u0000650 u0000226 u0001228 u0000781 u0000568 u0001384 u0000832 u0001039 u0000422 u0000751 u0000900 u0001724 u0000112 u0001209 u0001814 u0000833 u0001182 u0000326 u0000450 u0001562 u0001280 u0000692 u0001124 u0001471 u0001830 u0000227 u0000738 u0000933 u0001525 u0001954 u0000503 u0001922 u0000069 u0000416 u0000587 u0000885 u0000160 u0000345 u0000500 u0000249 u0001917 u0000234 u0000595 u0000698 u0000002 u0000085 u0001579 u0001883 u0001680 u0000111 u0001275 u0000778 u0000016 u0000788 u0001941 u0001059 u0001881 u0001024 u0000259 u0000722 u0000336 u0001213 u0001807 u0001109 u0000273 u0000240 u0001812 u0000711 u0000487 u0001708 u0000619 u0001076 u0000856 u0000948 u0000327 u0001105,u0002267
MGMT0268,Course MGMT0268,Semester 2,Undergraduate,On Campus,u0001748 u0001096 u0001469 u0000987 u0001950 u0000292 u0001653 u0000426 u0001187 u0000833 u0000081 u0000829 u0001152 u0000839 u0000842 u0000835 u0000329 u0001396 u0001913 u0001498 u0001127 u0000431 u0000312 u0001900 u0001111 u0000402 u0001034 u0000418 u0001705 u0001218 u0001337 u0001953 u0000078 u0001354 u0001787 u0001195 u0001802 u0000007 u0001842 u0000801 u0001473 u0000127 u0001923 u0001487 u0001482,u0002268
ENGN0269,Course ENGN0269,Summer,Postgraduate,Blended,u0001976 u0000596 u0000032 u0001213 u0000540 u0001603 u0001295 u0000354 u0001916 u0001388 u0001917 u0000998 u0000084 u0001744 u0000774 u0000617 u0001188 u0000574 u0001360 u0001913 u0000092 u0001009 u0001710 u0001844 u0001418 u0000304 u0000802 u0000246 u0000685 u0001751 u0001651 u0001680 u0000023 u0001426 u0001227 u0000924 u0001043 u0000828 u0001673 u0000009 u0001393 u0000873 u0001824 u0001475 u0001362 u0000340 u0000114,u0002269
MGMT0270,Course MGMT0270,Summer,Postgraduate,Online,u0001681 u0000245 u0001845 u0001748 u0000549 u0000943 u0001547 u0001409 u0000727 u0000669 u0001918 u0000745 u0001892 u0001552 u0000365 u0001361 u0000676 u0000039 u0001325 u0001643 u0000983 u0001899 u0000463 u0001983 u0000287 u0000008 u0001127 u0001624 u0000453 u0001846 u0000580 u0000609 u0001287 u0000132 u0000541 u0001049 u0001887 u0000860 u0000685 u0001801 u0001943 u0001651 u0001348 u0000516 u0001812 u0000111 u0000398 u0000925 u0000308 u0000503 u0000021 u0001206 u0001802 u0001935 u0000920 u0000161 u0001454 u0001673 u0000432 u0001122 u0001698 u0000671 u0001008 u0001556 u0000026 u0000231 u0000419 u0001849 u0000591 u0000668,u0002270
PHYS0271,Course PHYS0271,Summer,Postgraduate,Online,u0001843 u0000151 u0001531 u0001689 u0001041 u0000682 u0000708 u0000105 u0000526 u0000307 u0000342 u0000229 u0000795 u0001872 u0001807 u0000746 u0000510 u0000135 u0001152 u0000531 u0001255 u0000355 u0000871 u0000688 u0001170 u0001328 u0001374 u0000941 u0001375 u0000657 u0001667 u0000701 u0000050 u0001045 u0001158 u0000630 u0000552 u0001958 u0001838 u0000737 u0001270 u0001040 u0001815 u0001202 u0000403 u0001732 u0001753 u0001008 u0000322 u0000908 u0000428 u0001112 u0001601 u0000955 u0000937 u0001472 u0000187 u0000973 u0001724 u0000338,u0002271
ENGN0272,Course ENGN0272,Summer,Undergraduate,Blended,u0000718 u0000846 u0000022 u0001999 u0000982 u0001569 u0001744 u0000983 u0000733 u0001982 u0001357 u0001347 u0000650 u0001034 u0001694 u0000752 u0000653 u0001851 u0000545 u0001842 u0001831 u0000346 u0000266 u0001547 u0000225 u0000502 u0001187 u0001446 u0001130 u0001899 u0001874 u0001085 u0000843 u0001140 u0000300 u0001199 u0000050 u0001583 u0000499 u0000857 u0000040 u0000252 u0000319 u0000720 u0000792 u0000428 u0001756 u0001274 u0000027 u0000643 u0000333 u0001639 u0001918 u0000787 u0001674 u0000230 u0001627 u0001441 u0001551 u0000186 u0000870 u0000609 u0001871 u0000927 u0001406 u0000925 u0000123 u0001938 u0000702 u0001834 u0000095 u0000892 u0000115 u0000359 u0001363 u0000238 u0000296 u0001445 u0001781 u0002000 u0000265 u0001333 u0001856 u0000363 u0001765 u0001072 u0000986 u0001449 u0000554,u0002272
BUSN0273,Course BUSN0273,Semester 2,Undergraduate,On Campus,u0001173 u0001186 u0000884 u0000705 u0001743 u0001310 u0000608 u0001088 u0001926 u0000033 u0000426 u0000974 u0001268 u0000614 u0001741 u0001129 u0000582 u0001104 u0001703 u0001638 u0000687 u0001334 u0001562 u0000776 u0001715 u0000532 u0000992 u0000280 u0000753 u0001244 u0000495 u0001190 u0000641 u0000072 u0000284 u0000131 u0001853 u0001468 u0000965 u0001680 u0000731 u0001640 u0000883 u0000447 u0001227 u0000907 u0001938 u0000491 u0001384 u0001834 u0001842 u0001271 u0001036 u0001948 u0001572 u0001350 u0000587 u0001519 u0001146 u0001773 u0000318 u0001824 u0000015 u0001893 u0001745 u0000231 u0001908 u0000793 u0000295 u0001653,u0002273
BIOL0274,Course BIOL0274,Summer,Postgraduate,On Campus,u0001769 u0001398 u0001389 u0000106 u0001591 u0000483 u0000354 u0001827 u0000823 u0001841 u0001490 u0001737 u0001127 u0001254 u0001699 u0000656 u0000740 u0001585 u0000364 u0001082 u0001680 u0001665 u0000759 u0001267 u0001144 u0001527 u0000699 u0001820,u0002274
CHEM0275,Course CHEM0275,Autumn,Undergraduate,On Campus,u0000405 u0000289 u0000903 u0000224 u0000407 u0000454 u0001970 u0001286 u0000547 u0001829 u0000965 u0001461 u0001988 u0000528 u0000689 u0001821 u0000705 u0001697 u0001310 u0000714 u0001022 u0000529 u0001387 u0001434 u0001280 u0001541 u0001530 u0001576 u0001264 u0000050 u0000800 u0001962 u0001830 u0001604 u0001583 u0001833 u0001229 u0000079 u0001097 u0001653 u0001586 u0001033 u0001159 u0000797 u0001383 u0001917 u0000690 u0001090 u0000122 u0001616 u0000698 u0000646 u0000382 u0000351 u0001564 u0001027 u0000715 u0000415 u0001275 u0000196 u0000095 u0000659 u0001687 u0000588 u0000793 u0001808 u0000191 u0001664 u0001341 u0000352 u0001513 u0000214 u0000425 u0002001 u0000156 u0001852 u0000163 u0001859 u0000942 u0000360 u0001704 u0000730 u0001193,u0002275
MATH0276,Course MATH0276,Summer,Undergraduate,On Campus,u0000458 u0001778 u0001096 u0001959 u0000943 u0000045 u0000014 u0001659 u0001779 u0001001 u0000210 u0000485 u0000984 u0001911 u0000107 u0000356 u0001139 u0001461 u0000125 u0001132 u0000961 u0001602 u0001831 u0001868 u0001697 u0000302 u0001814 u0001456 u0000577 u0000833 u0001268 u0000481 u0000995 u0000913 u0000709 u0001696 u0000859 u0000558 u0000431 u0000542 u0001245 u0001340 u0001218 u0000101 u0001525 u0000735 u0000561 u0000792 u0001663 u0001450 u0001324 u0000316 u0000847 u0000643 u0001428 u0001159 u0001496 u0000465 u0001741 u0000835 u0001474 u0001551 u0000344 u0001715 u0001747 u0000935 u0000402 u0001902 u0000860 u0001386 u0000387 u0001523 u0000314 u0000866 u0001689 u0001050 u0000118 u0000321 u0000630 u0001648 u0001897 u0001836 u0000527 u0000213 u0000327,u0002276
BUSN0277,Course BUSN0277,Winter,Postgraduate,On Campus,u0001571 u0000722 u0001300 u0000022 u0000033 u0000189 u0000696 u0001000 u0000571 u0001979 u0000870 u0000532 u0000369 u0000142 u0001068 u0001848 u0000630 u0000309 u0001795 u0000290 u0000856 u0001598 u0001255 u0001101,u0002277
MATH0278,Course MATH0278,Autumn,Postgraduate,Blended,u0000254 u0000757 u0000053 u0000786 u0001300 u0001088 u0000126 u0000148 u0000502 u0000257 u0000777 u0000997 u0000203 u0001509 u0000522 u0000681 u0001970 u0001484 u0001406 u0000169 u0001276 u0001269 u0001803 u0000258 u0001610 u0000759 u0001859 u0000969 u0000867 u0000559 u0000138 u0001729 u0000555,u0002278
MGMT0279,Course MGMT0279,Summer,Undergraduate,On Campus,u0001843 u0000987 u0001645 u0001627 u0000929 u0001497 u0001283 u0001325 u0000517 u0001899 u0000448 u0000052 u0001102 u0001846 u0001347 u0001297 u0000992 u0001124 u0000286 u0001705 u0000912 u0001648 u0000759 u0001995 u0000446 u0000362 u0000804 u0000394 u0000788 u0000509 u0000279 u0000486 u0000102 u0001919 u0000208,u0002279
MATH0280,Course MATH0280,Summer,Undergraduate,On Campus,u0000141 u0000045 u0000823 u0001912 u0000014 u0001106 u0001759 u0001286 u0001520 u0000825 u0000408 u0000653 u0001228 u0000466 u0001384 u0000969 u0001256 u0000193 u0000739 u0001919 u0000877 u0000338 u0000473 u0001023 u0000714 u0001262 u0001448 u0001702 u0000779 u0000742 u0000101 u0000065 u0001006 u0000804 u0000782 u0000679 u0000955 u0001949 u0000027 u0000020 u0001555 u0000032 u0000350 u0000366 u0001013 u0000768 u0001391 u0000776 u0001447 u0000505 u0001303 u0001871 u0001386 u0001068 u0001195 u0000976 u0000759 u0000684 u0001192 u0000707 u0001984 u0001491 u0000067 u0001305 u0000095 u0001422 u0001849 u0001991 u0001835 u0001059 u0001405 u0001971 u0000097 u0001994 u0000808 u0000569 u0000430 u0000836 u0001089 u0000917 u0000681 u0001699 u0000410 u0000904 u0001259 u0001793 u0001378 u0000942 u0000605 u0000920 u0001516 u0001178,u0002280
CHEM0281,Course CHEM0281,Semester 1,Undergraduate,Online,u0001716 u0000409 u0001925 u0000868 u0001485 u0000796 u0000013 u0001744 u0000617 u0000754 u0001069 u0001120 u0001164 u0001612 u0001158 u0000466 u0000576 u0001809 u0000805 u0000046 u0001839 u0000689 u0001018 u0000926 u0001332 u0001814 u0001898 u0001151 u0000529 u0000221 u0001253 u0001989 u0001128 u0001962 u0000488 u0001884 u0000548 u0001107 u0001060 u0001642 u0000840 u0000160 u0000885 u0001931 u0000999 u0000747 u0001159 u0000690 u0000613 u0001703 u0000076 u0000507 u0001400 u0000869 u0001490 u0001805 u0000539 u0001163 u0000429 u0001321 u0000351 u0001029 u0001377 u0001074 u0001941 u0001136 u0000208 u0001395 u0001308 u0000191 u0000468 u0000772 u0001807 u0000845 u0001592 u0001752 u0000222 u0000607 u0000420 u0000848 u0000945 u0001240 u0000143 u0000641 u0000637 u0001987 u0000680 u0000127 u0000856 u0000071 u0001037 u0001193,u0002281
ENGN0282,Course ENGN0282,Winter,Postgraduate,On Campus,u0000906 u0000847 u0000879 u0000242 u0000868 u0000139 u0000895 u0000039 u0001391 u0001501 u0001742 u0000506 u0000104 u0001786 u0001257 u0000216 u0000822 u0001284 u0001217 u0000077 u0001269 u0001063 u0001185 u0001947 u0000265 u0001883 u0000737 u0001506 u0001147 u0001275 u0000099 u0000680 u0000533 u0001408 u0000940 u0001317 u0001371 u0001399 u0001973 u0001862 u0001101 u0001653,u0002282
LAWS0283,Course LAWS0283,Semester 2,Postgraduate,Blended,u0001226 u0001891 u0001966 u0000718 u0001273 u0000620 u0001750 u0001067 u0001740 u0001127 u0001357 u0001190 u0001675 u0000652 u0000767 u0001904 u0000830 u0001205 u0001866 u0001077 u0000112 u0001156 u0001173 u0001731 u0001961 u0000842 u0000450 u0000599 u0001199 u0001100 u0000023 u0001922 u0000508 u0001206 u0001707 u0001472 u0000647 u0000020 u0000089 u0001439 u0000438 u0001606 u0000513 u0001092 u0000186 u0000927 u0001048 u0001321 u0000413 u0001914 u0000882 u0000504 u0000908 u0000572 u0001910 u0000978 u0001056 u0001121 u0001373 u0000563 u0001436 u0001061 u0001501 u0001683 u0000134 u0001087 u0001359 u0001932 u0000357 u0000389 u0000491 u0001454 u0000215 u0001907 u0000472 u0001210 u0000275,u0002283
BIOL0284,Course BIOL0284,Summer,Postgraduate,On Campus,u0001735 u0000375 u0001999 u0001041 u0001343 u0001872 u0001168 u0001376 u0001900 u0001887 u0001694 u0001148 u0001258 u0001809 u0000830 u0000528 u0000193 u0001393 u0001769 u0001332 u0000426 u0000871 u0001207 u0000571 u0001025 u0000201 u0000052 u0001424 u0001245 u0000372 u0001688 u0001530 u0001249 u0000246 u0001774 u0000217 u0001150 u0001632 u0000040 u0000628 u0001823 u0001160 u0001466 u0001307 u0001450 u0001600 u0001721 u0001403 u0001021 u0001546 u0001584 u0001073 u0000483 u0001817 u0000480 u0000864 u0001219 u0000039 u0001643 u0001316 u0001244 u0001657 u0000921 u0000110 u0000719 u0001711 u0001914 u0001924 u0000778 u0000237 u0000873 u0000457 u0000164 u0001531 u0001631 u0001213 u0000932 u0000590 u0001145 u0000772 u0000203 u0001152 u0000854 u0001445 u0000886 u0000941 u0001792 u0000785 u0000157 u0001241 u0001480 u0000911 u0000605 u0000770 u0001556 u0001193,u0002284
LAWS0285,Course LAWS0285,Summer,Postgraduate,Blended,u0000534 u0001778 u0001868 u0001976 u0001857 u0001310 u0000022 u0000608 u0001837 u0001011 u0000070 u0000714 u0000500 u0000974 u0001870 u0001817 u0001892 u0000861 u0001388 u0000820 u0001550 u0000030 u0000510 u0000575 u0001130 u0001396 u0000520 u0000008 u0001411 u0001208 u0001865 u0001585 u0000133 u0001286 u0001038 u0000010 u0001981 u0002001 u0000852 u0001249 u0001290 u0000382 u0000072 u0000315 u0001453 u0001730 u0001337 u0000120 u0001911 u0001523 u0000415 u0001285 u0000447 u0001938 u0001815 u0001438 u0000309 u0000628 u0001687 u0000739 u0001955 u0001623 u0000949 u0000686,u0002285
CHEM0286,Course CHEM0286,Semester 2,Postgraduate,On Campus,u0000437 u0001505 u0000343 u0000763 u0000409 u0001273 u0001584 u0000769 u0001536 u0000438 u0000985 u0000728 u0001592 u0001360 u0001070 u0000083 u0001942 u0000542 u0000562 u0000523 u0000218 u0001158 u0000695 u0001289 u0000907 u0000424 u0001823 u0000261 u0000926,u0002286
PHYS0287,Course PHYS0287,Spring,Undergraduate,Online,u0001505 u0000343 u0000847 u0001423 u0001926 u0000501 u0000106 u0000803 u0000070 u0001603 u0001580 u0001930 u0000799 u0000566 u0001744 u0000341 u0000329 u0000754 u0001703 u0000339 u0000004 u0000618 u0001304 u0000092 u0001785 u0000453 u0000855 u0001124 u0000939 u0001619 u0001181 u0000142 u0000399 u0001953 u0000166 u0001460 u0000925 u0001897 u0000625 u0000826 u0000069 u0000899 u0001443 u0000969 u0000309 u0001018 u0001204 u0001886 u0001103 u0001866 u0001028 u0001108 u0000572 u0000744 u0001062 u0000029,u0002287
PHYS0288,Course PHYS0288,Semester 1,Postgraduate,On Campus,u0001156 u0001778 u0001522 u0001423 u0001770 u0001428 u0000414 u0001133 u0001238 u0001268 u0000895 u0000795 u0001552 u0000690 u0001114 u0001207 u0001361 u0000510 u0000909 u0000014 u0000221 u0001513 u0000392 u0001087 u0000798 u0001740 u0001172 u0001520 u0000573 u0000181 u0000547 u0000581 u0000382 u0000315 u0001348 u0001875 u0001694 u0001665 u0000107 u0001285 u0000353 u0001075 u0000828 u0000256 u0000628 u0000127 u0000748 u0001923 u0001126,u0002288
CBEA0289,Course CBEA0289,Summer,Postgraduate,On Campus,u0001420 u0001311 u0000596 u0001926 u0001266 u0001332 u0000766 u0001238 u0000514 u0000144 u0000489 u0000556 u0001805 u0000388 u0001495 u0000798 u0001342 u0000364 u0001297 u0000824 u0001579 u0000819 u0001869 u0000408 u0001604 u0000227 u0000065 u0000423 u0000433 u0000933 u0001884 u0001793 u0001876 u0000021 u0001377 u0001988 u0000256 u0001055 u0001905 u0000290 u0001756 u0001251 u0000472 u0001093 u0001560 u0001212,u0002289
MATH0290,Course MATH0290,Semester 1,Undergraduate,Online,u0001926 u0000766 u0001465 u0000177 u0001388 u0000531 u0000905 u0001585 u0000425 u0001579 u0001264 u0000495 u0000652 u0000143 u0000802 u0001082 u0001637 u0000241 u0000671 u0000666,u0002290
